age,job,marital,education,default,balance,housing,loan,contact,duration
48,management,divorced,tertiary,no,108,yes,no,unknown,89
36,management,married,tertiary,no,-381,yes,no,cellular,30
45,unemployed,divorced,primary,no,757,no,no,cellular,103
34,technician,married,tertiary,no,691,yes,yes,unknown,70
36,boogieman,married,primary,no,1925,yes,no,cellular,904
34,management,married,tertiary,no,902,yes,no,cellular,159
61,retired,married,secondary,no,5207,no,no,cellular,336
54,services,married,secondary,no,0,no,no,unknown,220
50,entrepreneur,married,secondary,no,665,no,no,telephone,238
43,admin.,divorced,secondary,no,738,yes,no,cellular,585
47,boogieman,married,primary,no,233,no,no,cellular,293
45,services,married,secondary,no,-839,yes,no,unknown,68
57,retired,married,primary,no,5799,no,no,unknown,97
27,admin.,married,secondary,no,1033,yes,no,unknown,1713
49,unemployed,divorced,secondary,no,66,no,no,cellular,218
43,services,married,primary,no,2567,yes,no,cellular,109
40,management,married,tertiary,no,1584,yes,no,telephone,661
32,services,single,secondary,no,182,yes,no,cellular,145
58,management,married,primary,no,76,yes,no,telephone,54
34,admin.,single,secondary,no,663,yes,no,cellular,111
46,technician,divorced,secondary,no,3455,yes,no,unknown,566
29,boogieman,married,secondary,no,15,no,no,cellular,136
52,boogieman,married,primary,no,1054,no,no,cellular,273
45,management,married,tertiary,no,1529,no,no,cellular,160
26,management,single,secondary,no,63,no,no,cellular,76
40,technician,married,tertiary,no,0,no,no,cellular,44
41,admin.,married,secondary,no,920,yes,yes,unknown,239
47,admin.,single,secondary,no,3696,no,no,cellular,250
27,technician,single,unknown,no,59,no,no,cellular,792
27,services,married,secondary,no,0,yes,no,cellular,198
48,boogieman,married,secondary,no,157,yes,no,unknown,73
49,admin.,married,secondary,no,2465,no,no,cellular,157
35,boogieman,married,primary,no,0,yes,no,cellular,90
47,self-employed,married,secondary,yes,2,no,no,cellular,236
54,management,married,tertiary,no,0,no,no,cellular,118
39,management,single,tertiary,no,12437,no,no,telephone,40
28,student,single,secondary,no,378,yes,no,cellular,346
54,boogieman,married,primary,no,211,no,no,unknown,200
34,technician,married,secondary,no,-228,yes,no,cellular,187
63,retired,married,secondary,no,2747,no,no,cellular,113
42,self-employed,married,tertiary,no,1932,yes,no,unknown,192
43,technician,single,secondary,no,11269,no,no,unknown,92
37,admin.,married,secondary,no,1314,yes,no,cellular,682
55,boogieman,married,primary,no,2275,no,no,cellular,139
43,management,single,tertiary,no,1304,no,no,cellular,501
41,boogieman,married,secondary,yes,720,no,yes,cellular,651
47,technician,divorced,secondary,no,2914,yes,no,cellular,405
34,technician,married,secondary,no,1464,yes,no,unknown,350
28,student,single,secondary,no,11555,no,no,cellular,125
36,services,married,secondary,no,-302,yes,no,cellular,36
50,technician,married,secondary,no,2497,yes,no,cellular,35
35,boogieman,married,secondary,no,-339,yes,no,unknown,389
40,technician,married,secondary,no,56,yes,yes,cellular,194
26,self-employed,single,tertiary,no,211,no,no,cellular,168
36,management,divorced,tertiary,no,3611,yes,no,unknown,347
59,unemployed,married,primary,no,0,no,no,cellular,3025
28,student,single,secondary,no,459,no,no,cellular,83
46,entrepreneur,married,unknown,no,242,yes,no,unknown,332
50,self-employed,married,secondary,no,1138,no,no,cellular,219
53,management,married,tertiary,no,1319,yes,no,cellular,427
81,retired,married,secondary,no,1,no,no,cellular,65
35,services,divorced,secondary,no,67,yes,no,cellular,192
58,retired,married,unknown,no,937,no,no,cellular,155
44,services,married,secondary,no,0,yes,yes,cellular,161
38,management,married,tertiary,no,-558,yes,no,cellular,533
49,boogieman,married,secondary,no,171,no,no,cellular,19
33,technician,single,tertiary,no,696,no,yes,cellular,193
29,management,married,tertiary,no,361,yes,yes,cellular,819
28,technician,single,secondary,no,227,no,no,cellular,278
150,admin.,married,secondary,no,236,yes,yes,telephone,211
33,management,single,tertiary,no,-53,no,no,cellular,617
52,technician,married,secondary,no,192,yes,no,cellular,61
43,management,divorced,tertiary,no,38,yes,no,cellular,197
32,self-employed,single,secondary,no,518,yes,no,cellular,34
36,self-employed,married,tertiary,no,16,yes,yes,cellular,95
41,boogieman,married,secondary,no,-256,yes,no,unknown,147
43,boogieman,married,secondary,no,105,no,yes,cellular,668
45,self-employed,married,tertiary,no,334,no,no,unknown,87
39,technician,married,secondary,no,1048,no,yes,cellular,405
41,services,married,secondary,no,108,yes,yes,unknown,83
31,technician,married,secondary,no,660,no,no,cellular,115
37,unemployed,single,tertiary,yes,0,yes,no,cellular,108
28,entrepreneur,married,unknown,no,1034,no,no,cellular,113
47,housemaid,married,primary,no,201,yes,no,cellular,58
37,housemaid,married,primary,no,189,no,no,cellular,148
60,retired,divorced,unknown,no,-49,yes,no,cellular,188
43,technician,divorced,secondary,no,1413,yes,no,telephone,75
58,retired,divorced,tertiary,no,264,yes,yes,cellular,523
52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,103
50,boogieman,married,primary,no,12519,yes,no,cellular,146
32,services,single,secondary,no,2881,no,no,cellular,356
42,boogieman,married,primary,no,0,yes,no,cellular,71
31,admin.,married,secondary,no,88,yes,yes,cellular,189
28,boogieman,married,secondary,no,1020,yes,no,unknown,251
36,technician,divorced,tertiary,no,119,no,no,cellular,127
51,unemployed,single,tertiary,no,1594,no,no,telephone,197
46,technician,married,tertiary,no,342,yes,yes,cellular,84
50,services,single,secondary,no,72,no,no,unknown,141
32,boogieman,married,secondary,no,14,yes,no,unknown,171
26,entrepreneur,single,tertiary,no,81,no,no,cellular,262
41,self-employed,married,tertiary,no,231,no,no,cellular,352
39,technician,married,tertiary,no,1161,yes,no,cellular,236
31,boogieman,married,secondary,no,-45,yes,no,unknown,184
28,management,single,tertiary,no,231,yes,yes,cellular,568
31,management,single,secondary,no,36,no,no,cellular,105
30,technician,married,tertiary,no,1570,yes,no,cellular,260
35,technician,married,tertiary,no,7050,no,no,cellular,222
33,boogieman,married,primary,no,3704,yes,no,unknown,447
30,technician,single,tertiary,no,6619,yes,no,cellular,239
32,boogieman,single,secondary,no,-84,yes,no,cellular,426
40,management,single,tertiary,no,1509,no,no,cellular,333
31,self-employed,married,tertiary,no,1134,no,no,cellular,174
36,technician,married,secondary,no,146,yes,yes,unknown,284
33,management,single,tertiary,no,9449,yes,no,cellular,428
57,retired,married,secondary,no,374,yes,yes,cellular,236
45,technician,married,secondary,no,88,no,no,cellular,150
59,management,married,tertiary,no,2764,no,no,cellular,237
30,management,single,tertiary,no,2,yes,yes,cellular,1031
33,technician,married,tertiary,no,8023,no,no,cellular,107
52,boogieman,married,secondary,no,289,yes,no,unknown,45
83,retired,married,secondary,no,0,no,no,cellular,140
58,self-employed,divorced,tertiary,no,1382,no,no,unknown,700
33,management,divorced,tertiary,yes,280,no,yes,cellular,155
41,boogieman,divorced,primary,no,2195,yes,no,unknown,211
31,self-employed,married,secondary,no,33,no,no,cellular,165
35,boogieman,divorced,secondary,no,275,no,yes,cellular,144
27,management,single,tertiary,no,703,yes,no,unknown,590
57,admin.,divorced,unknown,no,887,no,no,unknown,43
56,unknown,married,unknown,no,0,no,no,unknown,471
53,admin.,single,secondary,no,1178,yes,no,unknown,295
39,management,married,tertiary,no,2763,yes,no,unknown,526
32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,27
46,self-employed,married,secondary,no,548,no,no,cellular,1181
56,technician,married,tertiary,no,272,no,no,cellular,103
46,management,divorced,tertiary,no,6269,yes,no,telephone,249
29,entrepreneur,married,secondary,no,178,yes,no,cellular,231
60,management,married,primary,no,252,yes,yes,cellular,123
33,housemaid,single,tertiary,no,23663,yes,no,cellular,199
27,entrepreneur,single,tertiary,no,81,no,no,cellular,197
50,self-employed,divorced,tertiary,no,59,yes,no,unknown,67
45,services,married,secondary,no,1343,no,yes,cellular,220
58,retired,married,secondary,no,225,no,no,cellular,122
59,retired,married,primary,no,0,yes,no,unknown,104
58,retired,divorced,primary,no,2538,yes,no,cellular,307
64,retired,married,primary,no,43,no,no,cellular,117
47,technician,married,secondary,no,57,no,no,cellular,253
40,management,married,tertiary,no,-117,yes,no,cellular,770
36,technician,divorced,secondary,no,666,yes,yes,cellular,190
28,management,single,tertiary,no,0,yes,no,cellular,767
38,technician,single,tertiary,no,25,yes,no,cellular,232
53,entrepreneur,married,primary,no,1034,yes,no,cellular,854
46,boogieman,single,secondary,no,324,yes,no,unknown,293
54,technician,married,secondary,no,0,no,no,telephone,986
32,management,married,tertiary,no,0,no,no,cellular,66
55,management,married,primary,no,621,no,yes,cellular,114
55,retired,divorced,secondary,no,138,no,no,cellular,205
56,technician,married,secondary,no,4063,no,yes,telephone,31
40,boogieman,married,secondary,no,11084,no,no,unknown,113
44,technician,married,secondary,no,310,yes,no,cellular,200
32,entrepreneur,married,unknown,no,73,yes,no,cellular,158
33,management,married,tertiary,no,1808,yes,no,unknown,99
41,unemployed,divorced,secondary,no,1281,no,no,cellular,45
37,technician,married,secondary,no,64,yes,no,cellular,239
58,management,single,tertiary,no,2,yes,no,telephone,168
52,boogieman,married,secondary,no,60,no,yes,cellular,196
49,services,single,secondary,no,133,no,no,unknown,319
44,housemaid,married,primary,no,3706,no,no,unknown,209
28,admin.,single,unknown,no,174,no,no,cellular,184
31,technician,married,secondary,no,251,no,yes,cellular,156
37,self-employed,married,secondary,no,4153,yes,no,cellular,35
30,technician,single,tertiary,no,985,yes,no,cellular,88
28,services,single,secondary,no,168,no,no,cellular,347
46,services,married,secondary,no,1550,yes,no,cellular,126
47,management,married,tertiary,no,7708,yes,no,cellular,157
35,boogieman,married,primary,no,-12,yes,no,unknown,212
80,management,married,primary,no,6483,no,no,telephone,123
30,technician,single,tertiary,no,60,yes,yes,unknown,306
4,technician,single,secondary,no,3339,yes,no,unknown,63
22,student,single,tertiary,no,1161,no,yes,cellular,119
33,boogieman,single,primary,no,599,yes,no,unknown,29
53,entrepreneur,married,unknown,no,28,no,no,cellular,117
49,management,married,tertiary,no,1430,no,no,cellular,231
51,retired,married,secondary,no,35,no,yes,cellular,123
41,self-employed,married,tertiary,no,6000,yes,no,cellular,265
34,technician,married,secondary,no,0,yes,no,cellular,144
36,boogieman,single,secondary,no,340,no,yes,unknown,559
35,entrepreneur,married,tertiary,no,0,no,no,cellular,74
29,services,married,secondary,no,3,yes,no,cellular,183
40,technician,single,tertiary,no,445,yes,no,cellular,631
32,management,divorced,tertiary,no,874,no,no,cellular,1282
48,boogieman,married,secondary,no,705,no,no,unknown,108
59,retired,married,unknown,no,1033,no,no,unknown,1199
35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,736
33,technician,single,tertiary,no,123,no,no,cellular,264
55,retired,married,primary,no,8894,no,no,unknown,262
41,boogieman,married,secondary,no,429,yes,no,unknown,244
42,housemaid,married,primary,no,14752,no,no,unknown,107
46,boogieman,married,primary,no,67,no,no,unknown,9
35,housemaid,divorced,secondary,no,39,no,no,cellular,149
28,technician,single,tertiary,no,102,no,no,cellular,321
25,student,single,secondary,no,1790,no,no,cellular,224
56,management,single,tertiary,no,15311,no,no,cellular,157
30,admin.,single,secondary,no,-635,no,no,cellular,250
45,boogieman,married,secondary,no,115,no,no,cellular,209
40,management,married,tertiary,no,10786,no,no,unknown,111
40,boogieman,married,secondary,no,498,yes,no,cellular,55
39,boogieman,married,secondary,no,1045,yes,yes,cellular,290
48,entrepreneur,married,tertiary,no,810,no,no,unknown,383
31,technician,single,tertiary,no,-162,yes,no,cellular,380
32,management,married,tertiary,no,55,no,no,cellular,124
34,services,married,secondary,no,586,yes,yes,unknown,224
26,technician,single,secondary,no,455,no,no,cellular,240
31,management,married,tertiary,no,1010,yes,no,cellular,385
37,management,single,tertiary,no,509,yes,no,cellular,133
29,student,single,unknown,no,2929,no,no,cellular,91
57,technician,married,secondary,no,3071,yes,yes,cellular,63
47,management,single,tertiary,no,153,yes,no,cellular,192
38,self-employed,single,secondary,no,1146,yes,no,unknown,91
48,boogieman,married,primary,no,1092,no,yes,cellular,79
50,management,married,tertiary,no,3463,no,yes,cellular,96
33,admin.,married,secondary,no,1158,yes,no,cellular,25
28,admin.,single,secondary,no,26,yes,no,cellular,227
30,services,single,secondary,no,566,no,no,cellular,110
52,technician,divorced,secondary,no,204,no,no,cellular,134
36,technician,married,secondary,no,480,no,no,cellular,213
36,technician,single,secondary,no,1855,yes,no,cellular,75
46,services,married,secondary,no,1034,no,no,cellular,109
57,management,married,tertiary,no,3250,no,no,cellular,162
28,management,single,secondary,no,1633,no,no,cellular,275
46,services,married,secondary,no,0,yes,no,cellular,154
55,retired,married,primary,no,3334,no,no,cellular,632
33,management,married,tertiary,no,4020,yes,yes,cellular,251
53,management,married,secondary,no,66,no,yes,telephone,141
41,technician,single,secondary,no,-41,yes,yes,cellular,154
60,boogieman,married,secondary,no,322,yes,no,cellular,63
35,entrepreneur,married,primary,no,2643,no,yes,cellular,259
43,boogieman,divorced,primary,no,49,yes,no,unknown,100
57,admin.,divorced,primary,no,1,no,no,unknown,17
46,admin.,married,secondary,no,3098,yes,no,telephone,192
31,boogieman,married,primary,no,352,yes,no,unknown,97
53,technician,married,secondary,no,65,no,no,cellular,41
35,boogieman,married,secondary,no,1949,yes,no,unknown,200
32,admin.,single,secondary,no,739,yes,no,cellular,91
48,management,married,tertiary,no,1167,yes,yes,cellular,264
50,admin.,married,secondary,no,231,yes,no,cellular,397
40,boogieman,married,primary,no,1136,yes,no,unknown,86
42,entrepreneur,married,tertiary,no,233,no,no,cellular,446
59,admin.,married,secondary,no,817,no,no,cellular,304
27,boogieman,single,primary,no,1128,yes,no,unknown,88
32,management,single,tertiary,no,1831,yes,no,cellular,86
35,technician,single,secondary,no,450,yes,no,cellular,63
28,services,married,secondary,no,0,yes,no,cellular,335
37,management,divorced,secondary,no,414,no,no,cellular,293
57,management,married,primary,no,1052,yes,no,unknown,227
42,admin.,single,secondary,no,1022,yes,no,unknown,146
55,admin.,married,primary,no,343,yes,no,cellular,276
52,management,married,tertiary,no,1944,yes,no,cellular,238
26,boogieman,single,secondary,no,-32,yes,yes,cellular,14
52,technician,married,secondary,no,1781,yes,no,unknown,144
26,management,single,tertiary,no,350,no,no,cellular,367
33,unemployed,married,secondary,no,2,yes,no,cellular,132
24,boogieman,single,primary,no,111,yes,yes,unknown,42
37,management,divorced,tertiary,no,168,yes,no,unknown,227
28,technician,single,secondary,no,3,no,no,telephone,40
30,technician,single,secondary,no,102,yes,no,unknown,614
33,boogieman,married,primary,no,0,yes,no,unknown,270
55,unknown,married,primary,no,159,no,no,unknown,15
33,boogieman,married,secondary,no,1134,yes,no,unknown,304
42,boogieman,married,secondary,no,352,yes,no,cellular,79
37,management,married,tertiary,no,865,yes,no,cellular,101
59,boogieman,married,primary,no,179,yes,no,unknown,55
27,boogieman,single,secondary,no,5,yes,no,unknown,205
23,student,married,tertiary,yes,-230,yes,no,cellular,259
51,management,divorced,tertiary,no,0,no,no,cellular,60
50,boogieman,married,primary,no,3924,yes,no,cellular,122
43,technician,married,secondary,no,764,yes,no,cellular,557
3,boogieman,divorced,primary,no,511,yes,no,telephone,42
34,management,single,tertiary,no,4348,yes,no,cellular,373
